split_index,recording_id,event_id,anchor_frame,available_future_steps,event_future_steps,near_term_steps,event_tail_topk,near_tail_topk,ego_length,adv_length,initial_gap,initial_closing_speed,recorded_min_gap,recorded_min_ttc,recorded_min_thw,recorded_max_drac,near_min_gap,near_min_ttc,near_min_thw,near_max_drac,event_tail_score,near_tail_score,ttc_component,thw_component,gap_component,drac_component,dv_component,event_ttc_component,event_thw_component,event_gap_component,event_drac_component,event_dv_component,near_ttc_component,near_thw_component,near_gap_component,near_drac_component,near_dv_component,criticality_score
1,1,fol_01_00001,81,80,80,50,8,5,4.24,5.05,36.04999206542969,0.6200027465820312,33.64999771118164,24.742633819580078,0.7659912705421448,0.027482938021421432,34.939998626708984,45.97355270385742,0.8028492331504822,0.008265644311904907,3.893320322036743,3.5379828214645386,0.8447524309158325,0.8293455839157104,0.5729987025260925,0.8292499780654907,0.8169736266136169,0.8447524309158325,0.8293455839157104,0.5729987025260925,0.8292499780654907,0.8169736266136169,0.7341620326042175,0.8082587122917175,0.5507354736328125,0.7232149243354797,0.7216116786003113,3.7867190718650816
1,1,fol_01_00002,79,78,78,50,8,5,4.75,3.94,34.73001220703125,-2.479999542236328,34.82000732421875,1000.0,1.0332345962524414,0.0,34.82000732421875,1000.0,1.0332345962524414,0.0,1.1980296695255674,1.2032431319530588,4.153529880568385e-05,0.6499673128128052,0.5479377508163452,4.153529880568385e-05,4.153529880568385e-05,4.153529880568385e-05,0.6499673128128052,0.5479377508163452,4.153529880568385e-05,4.153529880568385e-05,2.6761001208797097e-05,0.6525276303291321,0.5506352186203003,2.6761001208797097e-05,2.6761001208797097e-05,1.1995937082538148
1,1,fol_01_00003,66,64,64,50,7,5,5.76,4.24,74.12999725341797,-1.0099983215332031,74.17000579833984,1000.0,2.3590967655181885,0.0,74.17000579833984,1000.0,2.3590967655181885,0.0,0.35313957756443415,0.35355506412452087,7.749539508949965e-05,0.18215049803256989,0.17075659334659576,7.749539508949965e-05,7.749539508949965e-05,7.749539508949965e-05,0.18215049803256989,0.17075659334659576,7.749539508949965e-05,7.749539508949965e-05,7.024762453511357e-05,0.18240754306316376,0.17093677818775177,7.024762453511357e-05,7.024762453511357e-05,0.3532642235324601
1,1,fol_01_00004,82,81,81,50,9,5,3.64,4.75,125.940009765625,2.6699981689453125,118.09000396728516,47.221805572509766,3.258953094482422,0.028164952993392944,120.88001251220703,47.221805572509766,3.2955291271209717,0.028164952993392944,2.6481689512729645,2.6433641649782658,0.736689031124115,0.08859153836965561,0.06004870682954788,0.8414345383644104,0.9214051365852356,0.736689031124115,0.08859153836965561,0.06004870682954788,0.8414345383644104,0.9214051365852356,0.7370520234107971,0.0858260840177536,0.056607652455568314,0.8420330882072449,0.9218453168869019,2.646727515384555
1,1,fol_01_00005,163,120,120,50,12,5,3.64,3.64,68.16999755859375,-0.4099998474121094,64.11000061035156,31.581300735473633,1.8280582427978516,0.03213925287127495,67.90000915527344,101.34357452392578,1.9036580324172974,0.0033055779058486223,3.029557093977928,2.4535820335149765,0.7977614998817444,0.2893994152545929,0.21989329159259796,0.8432931900024414,0.8792096972465515,0.7977614998817444,0.2893994152545929,0.21989329159259796,0.8432931900024414,0.8792096972465515,0.6263781189918518,0.2725742757320404,0.2009332925081253,0.6549962759017944,0.6987000703811646,2.8567645758390428
1,1,fol_01_00006,245,109,109,50,11,5,4.14,4.55,101.70999267578125,-6.539999008178711,101.96000671386719,1000.0,3.2430026531219482,0.0,101.96000671386719,1000.0,3.2430026531219482,0.0,0.17063010735728312,0.1737818050387432,0.0001494155585533008,0.08678394556045532,0.08340014517307281,0.00014830053260084242,0.00014830053260084242,0.0001494155585533008,0.08678394556045532,0.08340014517307281,0.00014830053260084242,0.00014830053260084242,0.0001181944171548821,0.08854055404663086,0.08488889783620834,0.00011707936937455088,0.00011707936937455088,0.17157561666172114
1,1,fol_01_00007,352,108,108,50,11,5,4.75,5.26,102.04001342773438,-3.2600021362304688,102.17000579833984,1000.0,3.070935010910034,0.0,102.17000579833984,1000.0,3.070935010910034,0.0,0.18647783988853917,0.18799279762606602,0.00020962781854905188,0.10161156952381134,0.08423961699008942,0.00020851277804467827,0.00020851277804467827,0.00020962781854905188,0.10161156952381134,0.08423961699008942,0.00020851277804467827,0.00020851277804467827,0.00017896418285090476,0.10246820747852325,0.08498992770910263,0.00017784912779461592,0.00017784912779461592,0.18693232720979722
1,1,fol_01_00008,410,143,143,50,15,5,4.55,4.75,24.269998168945314,-0.4600028991699219,24.299997329711914,1000.0,0.7440293431282043,0.0,24.299997329711914,1000.0,0.7440293431282043,0.0,1.6178153807704803,1.6216516333515756,0.00028823825414292514,0.8435461521148682,0.7734067440032959,0.0002871231990866363,0.0002871231990866363,0.00028823825414292514,0.8435461521148682,0.7734067440032959,0.0002871231990866363,0.0002871231990866363,0.00023917644284665585,0.8457423448562622,0.775193989276886,0.000238061387790367,0.000238061387790367,1.6189662565448089
1,1,fol_01_00009,467,110,110,50,11,5,4.95,4.55,143.42999267578125,-5.1399993896484375,143.63999938964844,1000.0,5.275064468383789,0.0,143.63999938964844,1000.0,5.275064468383789,0.0,0.04990810030722059,0.050591778417583555,0.0003506805805955082,0.016509152948856354,0.03234913572669029,0.0003495655255392194,0.0003495655255392194,0.0003506805805955082,0.016509152948856354,0.03234913572669029,0.0003495655255392194,0.0003495655255392194,0.0003189019043929875,0.01683846488595009,0.03279883787035942,0.0003177868784405291,0.0003177868784405291,0.05011320374032948
1,1,fol_01_00010,511,116,116,50,12,5,2.83,5.26,58.75001342773437,3.520000457763672,43.53999328613281,15.057394027709961,1.2962188720703125,0.11204657703638077,51.82000732421875,15.234597206115723,1.5107873678207397,0.11204657703638077,3.7341593503952026,3.5510838627815247,0.9377560019493103,0.48969945311546326,0.40371403098106384,0.9514722228050232,0.951517641544342,0.9377560019493103,0.48969945311546326,0.40371403098106384,0.9514722228050232,0.951517641544342,0.9363384246826172,0.39771562814712524,0.31380951404571533,0.9515395164489746,0.9516807794570923,3.6792367041110987
1,1,fol_01_00011,560,128,128,50,13,5,4.24,2.83,58.01999267578125,-1.1200027465820312,58.049991607666016,354.533203125,1.7490205764770508,0.00023974929354153574,58.049991607666016,1000.0,1.7490205764770508,0.0,2.0999095737934113,0.579057374416152,0.42070943117141724,0.31309258937835693,0.2612655460834503,0.5486304759979248,0.556211531162262,0.42070943117141724,0.31309258937835693,0.2612655460834503,0.5486304759979248,0.556211531162262,0.0003802291757892817,0.3149675726890564,0.2629513442516327,0.00037911414983682334,0.00037911414983682334,1.6436539139802333
1,1,fol_01_00012,524,63,63,50,7,5,5.26,5.15,60.16002075195313,6.519998550415039,43.769989013671875,6.817755222320557,1.3864425420761108,0.47082945704460144,47.160003662109375,7.300311088562012,1.4980942010879517,0.4424467980861664,3.8206295371055603,3.733817934989929,0.9913612604141235,0.44400671124458313,0.3990614712238312,0.9949933290481567,0.9912067651748657,0.9913612604141235,0.44400671124458313,0.3990614712238312,0.9949933290481567,0.9912067651748657,0.9894753694534302,0.39904218912124634,0.3596659302711487,0.9944181442260742,0.9912163019180298,3.794586056470871
1,1,fol_01_00013,665,76,76,50,8,5,5.26,4.24,46.790000915527344,-1.3600006103515625,46.849998474121094,1000.0,1.4765206575393677,0.0,46.849998474121094,1000.0,1.4765206575393677,0.0,0.781904136412777,0.7839688119129278,0.00045967590995132923,0.4133496880531311,0.3671843409538269,0.0004552157479338348,0.0004552157479338348,0.00045967590995132923,0.4133496880531311,0.3671843409538269,0.0004552157479338348,0.0004552157479338348,0.0004460166092030704,0.4144750237464905,0.36816465854644775,0.0004415565053932369,0.0004415565053932369,0.7825235390628221
1,1,fol_01_00014,636,95,95,50,10,5,4.55,4.95,124.54998779296875,11.010002136230469,82.58999633789062,7.584022045135498,2.120955228805542,0.7179567217826843,102.52001953125,9.277830123901367,2.637510299682617,0.5955055952072144,3.3295253813266754,3.1997747123241425,0.9878050088882446,0.2133711874485016,0.13125473260879517,0.9981516003608704,0.9989428520202637,0.9878050088882446,0.2133711874485016,0.13125473260879517,0.9981516003608704,0.9989428520202637,0.9788076281547546,0.1418534815311432,0.08309334516525269,0.9970787167549133,0.9989415407180786,3.2906001806259155
1,1,fol_01_00015,687,98,98,50,10,5,4.85,5.26,105.4899981689453,1.1500015258789062,101.55000305175781,91.66974639892578,3.1437385082244873,0.006272504106163979,103.20999908447266,91.66974639892578,3.160134792327881,0.006272504106163979,2.3273174688220024,2.3247205093503,0.6422374844551086,0.09749355167150497,0.08649060130119324,0.706087052822113,0.7950087785720825,0.6422374844551086,0.09749355167150497,0.08649060130119324,0.706087052822113,0.7950087785720825,0.6426942944526672,0.09607265889644623,0.08333119004964828,0.7068181037902832,0.7958042621612549,2.326538380980492
1,1,fol_01_00016,711,78,78,50,8,5,3.84,5.15,223.95000732421875,7.589998245239258,202.44000244140625,29.584665298461914,6.404302597045898,0.1277688592672348,209.8500213623047,29.584665298461914,6.617786884307861,0.1277688592672348,2.7851823456585407,2.783885163953528,0.8213912844657898,0.006011816672980785,0.004856006242334843,0.9581773281097412,0.9947459101676941,0.8213912844657898,0.006011816672980785,0.004856006242334843,0.9581773281097412,0.9947459101676941,0.8218669891357422,0.005015234462916851,0.0036020304542034864,0.9585687518119812,0.9948321580886841,2.7847931911470365
1,1,fol_01_00017,760,108,108,50,11,5,3.94,4.85,106.02000854492188,4.970001220703125,84.12000274658203,16.75697135925293,2.2908496856689453,0.15001118183135986,95.8399887084961,18.940704345703125,2.5812008380889893,0.13357479870319366,3.185219407081604,3.093009240925312,0.9221063852310181,0.1890069544315338,0.12925878167152405,0.9658167362213135,0.9790305495262146,0.9221063852310181,0.1890069544315338,0.12925878167152405,0.9658167362213135,0.9790305495262146,0.9032933115959167,0.15112058818340302,0.09863557666540146,0.9609297513961792,0.9790300130844116,3.157556357234716
1,1,fol_01_00018,804,125,125,50,13,5,3.64,3.94,38.58998962402344,-0.5400009155273438,37.959999084472656,46.29269790649414,1.017694354057312,0.008856684900820255,38.599998474121094,1000.0,1.0534933805465698,0.0,3.3300116062164307,1.1292114690877497,0.7250688076019287,0.6625505089759827,0.4954420328140259,0.7210611701011658,0.7258890867233276,0.7250688076019287,0.6625505089759827,0.4954420328140259,0.7210611701011658,0.7258890867233276,0.000488388235680759,0.6413775086402893,0.4863777160644531,0.0004839280736632645,0.0004839280736632645,2.669771565077826
1,1,fol_01_00019,870,86,86,50,9,5,4.65,3.64,157.85001037597655,-3.0600013732910156,157.95999145507812,1000.0,4.674755573272705,0.0,157.95999145507812,1000.0,4.674755573272705,0.0,0.05325797863770276,0.05359247181331739,0.0005380075890570879,0.028995417058467865,0.02265968918800354,0.0005324324010871351,0.0005324324010871351,0.0005380075890570879,0.028995417058467865,0.02265968918800354,0.0005324324010871351,0.0005324324010871351,0.0005190518568269908,0.029246095567941666,0.022800371050834656,0.000513476668857038,0.000513476668857038,0.053358326590387146
1,1,fol_01_00020,954,136,136,50,14,5,4.14,4.65,32.81999633789063,1.720001220703125,25.32999038696289,18.2230224609375,0.7399938702583313,0.045138899236917496,29.590007781982422,19.052316665649414,0.8646991848945618,0.045138899236917496,4.2375670075416565,4.073975145816803,0.9045814871788025,0.8423494100570679,0.7472391128540039,0.882727324962616,0.8606696724891663,0.9045814871788025,0.8423494100570679,0.7472391128540039,0.882727324962616,0.8606696724891663,0.9028009176254272,0.7659478783607483,0.6584454774856567,0.8842156529426575,0.8625652194023132,4.188489449024201
1,1,fol_01_00021,974,132,132,50,14,5,4.75,4.14,26.689994506835937,0.5999984741210938,25.259986877441406,43.72154998779297,0.7401229739189148,0.006975928321480751,25.650001525878906,43.72154998779297,0.7445573806762695,0.006975928321480751,3.7436126470565796,3.743485927581787,0.7424970865249634,0.8491158485412598,0.7556232213973999,0.7089796662330627,0.6873968243598938,0.7424970865249634,0.8491158485412598,0.7556232213973999,0.7089796662330627,0.6873968243598938,0.7463779449462891,0.8462892770767212,0.7466646432876587,0.7130528688430786,0.6911011934280396,3.743574631214141
1,1,fol_01_00022,1005,129,129,50,13,5,4.95,4.75,42.02001037597656,0.9599990844726562,36.23999786376953,30.49222183227539,1.0321844816207886,0.020988939329981804,39.800010681152344,31.338579177856445,1.126202940940857,0.020262572914361954,3.622454285621643,3.494135856628418,0.8152536153793335,0.6525558233261108,0.5247178673744202,0.8139251470565796,0.816001832485199,0.8152536153793335,0.6525558233261108,0.5247178673744202,0.8139251470565796,0.816001832485199,0.8101295232772827,0.5929966568946838,0.4660424590110779,0.8107072114944458,0.8142600059509277,3.583958756923675
1,1,fol_01_00023,1032,131,131,50,14,5,4.65,4.95,33.39000244140625,0.6000022888183594,31.529987335205078,54.04913330078125,0.8956570625305176,0.005643018987029791,32.29999923706055,54.04913330078125,0.903496503829956,0.005643018987029791,3.475077509880066,3.4537078738212585,0.7143222689628601,0.7471570372581482,0.6199756264686584,0.6993253827095032,0.694297194480896,0.7143222689628601,0.7471570372581482,0.6199756264686584,0.6993253827095032,0.694297194480896,0.7148929834365845,0.7418917417526245,0.6027731895446777,0.6996919512748718,0.6944580078125,3.4686666190624234
1,1,fol_01_00024,1056,133,133,50,14,5,4.24,4.65,27.110007934570312,-1.3400001525878906,27.159996032714844,18.662273406982422,0.7836485505104065,0.040455903857946396,27.159996032714844,1000.0,0.785197913646698,0.0,4.097594499588013,1.5321531186345965,0.8879519701004028,0.8173125386238098,0.706551194190979,0.8574291467666626,0.8283496499061584,0.8879519701004028,0.8173125386238098,0.706551194190979,0.8574291467666626,0.8283496499061584,0.000606582616455853,0.8181673288345337,0.71217942237854,0.0005998924025334418,0.0005998924025334418,3.3279620853019876
1,1,fol_01_00025,1055,92,92,50,10,5,4.75,4.24,57.75998962402344,-0.17000198364257812,57.76998519897461,1000.0,1.6774096488952637,0.0,57.76998519897461,1000.0,1.6774096488952637,0.0,0.6055380936013535,0.6056849351734854,0.0006732064066454768,0.33791449666023254,0.2656184732913971,0.0006659586215391755,0.0006659586215391755,0.0006732064066454768,0.33791449666023254,0.2656184732913971,0.0006659586215391755,0.0006659586215391755,0.0006511842948384583,0.33805030584335327,0.26569557189941406,0.0006439365679398179,0.0006439365679398179,0.605582146072993
1,1,fol_01_00026,1060,87,87,50,9,5,4.85,4.75,12.98997802734375,-0.6199989318847656,12.269991874694824,8.125810623168945,0.3508719205856323,0.09291394054889679,13.029986381530762,45.26679611206055,0.38527458906173706,0.0033136785496026278,4.699487090110779,3.9008910059928894,0.9800642728805542,0.9923588633537292,0.9748721718788147,0.9247813820838928,0.8274103999137878,0.9800642728805542,0.9923588633537292,0.9748721718788147,0.9247813820838928,0.8274103999137878,0.7080196738243103,0.9885028004646301,0.9692994952201843,0.637783408164978,0.5972856283187866,4.459908264875412
1,1,fol_01_00027,1103,108,108,50,11,5,4.55,4.75,52.62000427246094,1.3100013732910156,46.230003356933594,31.394723892211914,1.1030781269073486,0.024273088201880455,49.719993591308594,32.710514068603516,1.1900429725646973,0.023234128952026367,3.4625538885593414,3.3594261407852173,0.810279130935669,0.6051105856895447,0.37341806292533875,0.8279218673706055,0.8458242416381836,0.810279130935669,0.6051105856895447,0.37341806292533875,0.8279218673706055,0.8458242416381836,0.8019546270370483,0.5537208318710327,0.3365355134010315,0.8232322931289673,0.8439828753471375,3.431615564227104
1,1,fol_01_00028,1138,131,131,50,14,5,4.95,4.85,32.15999755859375,0.8199996948242188,30.230005264282227,39.65444564819336,0.8187975883483887,0.010213200002908707,31.030000686645508,39.65444564819336,0.8619444370269775,0.010213200002908707,3.641779899597168,3.6341070532798767,0.7479580044746399,0.7980561256408691,0.6469734907150269,0.7292975783348083,0.7194947004318237,0.7479580044746399,0.7980561256408691,0.6469734907150269,0.7292975783348083,0.7194947004318237,0.7607600092887878,0.7687543630599976,0.6298742890357971,0.7422292232513428,0.7324891686439514,3.6394780457019804
1,1,fol_01_00029,1130,112,112,50,12,5,4.75,4.55,35.689996337890626,-0.4900016784667969,35.70000457763672,1000.0,0.8671364188194275,0.0,35.70000457763672,1000.0,0.8671364188194275,0.0,1.3027200594660826,1.3051895058597438,0.0007568344590254128,0.7643002867698669,0.5361648797988892,0.0007490292191505432,0.0007490292191505432,0.0007568344590254128,0.7643002867698669,0.5361648797988892,0.0007490292191505432,0.0007490292191505432,0.0007242195424623787,0.7655074000358582,0.5375250577926636,0.0007164142443798482,0.0007164142443798482,1.303460893384181
